Date,Address,Price,PriceType,attr,Href,Pic_url,House,Floor area,Bedroom,Title type,Garage,Land area,Bathroom,Apartment,Section,Covered park,Townhouse
2021-06-01,"8 Hanham Road, Kumeu, Rodney",1175000.0,cv,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '3328m', 'Garage': '7', 'Covered park': '1'}",https://www.realestate.co.nz/42441499/residential/sale/8-hanham-road-kumeu,"https://mediaserver.realestate.co.nz/listings/42441499/686a06eb792131f77a88578444272c32.crop.10x8.jpg?options=compress,blur",House,,3,,7,3328m,1,,,1,
2023-10-15T00:13:09,"8 Hanham Road, Kumeu, Rodney",1550000.0,current,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '3328m', 'Garage': '7', 'Covered park': '1'}",https://www.realestate.co.nz/42441499/residential/sale/8-hanham-road-kumeu,"https://mediaserver.realestate.co.nz/listings/42441499/686a06eb792131f77a88578444272c32.crop.10x8.jpg?options=compress,blur",House,,3,,7,3328m,1,,,1,
,"9W/45 Randolph Street, Eden Terrace, Auckland City",,,"{'Apartment': 'Apartment', 'Bedroom': '3', 'Bathroom': '2', 'Floor area': '212m', 'Title type': 'Unit Title'}",https://www.realestate.co.nz/42439599/residential/sale/9w-45-randolph-street-eden-terrace,"https://mediaserver.realestate.co.nz/listings/42439599/28531897cc06ac8346930667e69bf01b.crop.10x8.jpg?options=compress,blur",,212m,3,Unit Title,,,2,Apartment,,,
2021-06-01,"65 John Andrew Drive, Warkworth, Rodney",1050000.0,cv,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Floor area': '138m', 'Land area': '1105m', 'Title type': 'Freehold', 'Garage': '1'}",https://www.realestate.co.nz/42439713/residential/sale/55-shelly-beach-road-saint-marys-bay,"https://mediaserver.realestate.co.nz/listings/42439713/f5db70079c7a1be30bb5771bb9bde267.crop.10x8.jpg?options=compress,blur",House,138m,3,Freehold,1,1105m,1,,,,
2021-06-01,"65 John Andrew Drive, Warkworth, Rodney",485000.0,cv,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Floor area': '138m', 'Land area': '1105m', 'Title type': 'Freehold', 'Garage': '1'}",https://www.realestate.co.nz/42439713/residential/sale/55-shelly-beach-road-saint-marys-bay,"https://mediaserver.realestate.co.nz/listings/42439713/f5db70079c7a1be30bb5771bb9bde267.crop.10x8.jpg?options=compress,blur",House,138m,3,Freehold,1,1105m,1,,,,
2023-10-04T13:57:51,"65 John Andrew Drive, Warkworth, Rodney",1000000.0,current,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Floor area': '138m', 'Land area': '1105m', 'Title type': 'Freehold', 'Garage': '1'}",https://www.realestate.co.nz/42439713/residential/sale/55-shelly-beach-road-saint-marys-bay,"https://mediaserver.realestate.co.nz/listings/42439713/f5db70079c7a1be30bb5771bb9bde267.crop.10x8.jpg?options=compress,blur",House,138m,3,Freehold,1,1105m,1,,,,
,"3E/2 Eden Crescent, Auckland Central, Auckland City",,,"{'Apartment': 'Apartment', 'Bedroom': '1', 'Bathroom': '1', 'Floor area': '31m', 'Title type': 'Unit Title'}",https://www.realestate.co.nz/42439017/residential/sale/3e-2-eden-crescent-auckland-central,"https://mediaserver.realestate.co.nz/listings/42439017/116df8e32bb7504332c576dc222627d2.crop.10x8.jpg?options=compress,blur",,31m,1,Unit Title,,,1,Apartment,,,
2019-10-11,"55 Shelly Beach Road, Saint Marys Bay, Auckland City",1865000.0,history,"{'Townhouse': 'Townhouse', 'Bedroom': '3', 'Bathroom': '2', 'Title type': 'Unit Title', 'Garage': '2'}",https://www.realestate.co.nz/42439329/residential/sale/52-richards-avenue-forrest-hill,"https://mediaserver.realestate.co.nz/listings/42439329/2f89ef17186c050fb407bf724901362a.crop.10x8.jpg?options=compress,blur",,,3,Unit Title,2,,2,,,,Townhouse
2018-07-23,"55 Shelly Beach Road, Saint Marys Bay, Auckland City",1839000.0,history,"{'Townhouse': 'Townhouse', 'Bedroom': '3', 'Bathroom': '2', 'Title type': 'Unit Title', 'Garage': '2'}",https://www.realestate.co.nz/42439329/residential/sale/52-richards-avenue-forrest-hill,"https://mediaserver.realestate.co.nz/listings/42439329/2f89ef17186c050fb407bf724901362a.crop.10x8.jpg?options=compress,blur",,,3,Unit Title,2,,2,,,,Townhouse
2006-07-31,"55 Shelly Beach Road, Saint Marys Bay, Auckland City",835000.0,history,"{'Townhouse': 'Townhouse', 'Bedroom': '3', 'Bathroom': '2', 'Title type': 'Unit Title', 'Garage': '2'}",https://www.realestate.co.nz/42439329/residential/sale/52-richards-avenue-forrest-hill,"https://mediaserver.realestate.co.nz/listings/42439329/2f89ef17186c050fb407bf724901362a.crop.10x8.jpg?options=compress,blur",,,3,Unit Title,2,,2,,,,Townhouse
2021-06-01,"55 Shelly Beach Road, Saint Marys Bay, Auckland City",1925000.0,cv,"{'Townhouse': 'Townhouse', 'Bedroom': '3', 'Bathroom': '2', 'Title type': 'Unit Title', 'Garage': '2'}",https://www.realestate.co.nz/42439329/residential/sale/52-richards-avenue-forrest-hill,"https://mediaserver.realestate.co.nz/listings/42439329/2f89ef17186c050fb407bf724901362a.crop.10x8.jpg?options=compress,blur",,,3,Unit Title,2,,2,,,,Townhouse
2023-10-11T16:37:08,"55 Shelly Beach Road, Saint Marys Bay, Auckland City",2800000.0,current,"{'Townhouse': 'Townhouse', 'Bedroom': '3', 'Bathroom': '2', 'Title type': 'Unit Title', 'Garage': '2'}",https://www.realestate.co.nz/42439329/residential/sale/52-richards-avenue-forrest-hill,"https://mediaserver.realestate.co.nz/listings/42439329/2f89ef17186c050fb407bf724901362a.crop.10x8.jpg?options=compress,blur",,,3,Unit Title,2,,2,,,,Townhouse
2016-06-30,"3 Blair Avenue, Pukekohe, Franklin",550000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Title type': 'Cross Lease', 'Garage': '1'}",https://www.realestate.co.nz/42439455/residential/sale/3-blair-avenue-pukekohe,"https://mediaserver.realestate.co.nz/listings/42439455/abf81204775540c641d6016c0c8b0b7f.crop.10x8.jpg?options=compress,blur",House,,3,Cross Lease,1,,1,,,,
2009-07-03,"3 Blair Avenue, Pukekohe, Franklin",335000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Title type': 'Cross Lease', 'Garage': '1'}",https://www.realestate.co.nz/42439455/residential/sale/3-blair-avenue-pukekohe,"https://mediaserver.realestate.co.nz/listings/42439455/abf81204775540c641d6016c0c8b0b7f.crop.10x8.jpg?options=compress,blur",House,,3,Cross Lease,1,,1,,,,
2000-06-30,"3 Blair Avenue, Pukekohe, Franklin",183670.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Title type': 'Cross Lease', 'Garage': '1'}",https://www.realestate.co.nz/42439455/residential/sale/3-blair-avenue-pukekohe,"https://mediaserver.realestate.co.nz/listings/42439455/abf81204775540c641d6016c0c8b0b7f.crop.10x8.jpg?options=compress,blur",House,,3,Cross Lease,1,,1,,,,
2021-06-01,"3 Blair Avenue, Pukekohe, Franklin",720000.0,cv,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Title type': 'Cross Lease', 'Garage': '1'}",https://www.realestate.co.nz/42439455/residential/sale/3-blair-avenue-pukekohe,"https://mediaserver.realestate.co.nz/listings/42439455/abf81204775540c641d6016c0c8b0b7f.crop.10x8.jpg?options=compress,blur",House,,3,Cross Lease,1,,1,,,,
2023-10-11T14:08:51,"3 Blair Avenue, Pukekohe, Franklin",800000.0,current,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Title type': 'Cross Lease', 'Garage': '1'}",https://www.realestate.co.nz/42439455/residential/sale/3-blair-avenue-pukekohe,"https://mediaserver.realestate.co.nz/listings/42439455/abf81204775540c641d6016c0c8b0b7f.crop.10x8.jpg?options=compress,blur",House,,3,Cross Lease,1,,1,,,,
2018-02-06,"63 Seacliffe Avenue, Belmont, North Shore City",2450000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '2', 'Floor area': '290m', 'Land area': '809m', 'Title type': 'Freehold'}",https://www.realestate.co.nz/42435504/residential/sale/63-seacliffe-avenue-belmont,"https://mediaserver.realestate.co.nz/listings/42435504/07176309af9b45fab8cd89f76d584265.crop.10x8.jpg?options=compress,blur",House,290m,5,Freehold,,809m,2,,,,
2016-05-31,"63 Seacliffe Avenue, Belmont, North Shore City",2250000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '2', 'Floor area': '290m', 'Land area': '809m', 'Title type': 'Freehold'}",https://www.realestate.co.nz/42435504/residential/sale/63-seacliffe-avenue-belmont,"https://mediaserver.realestate.co.nz/listings/42435504/07176309af9b45fab8cd89f76d584265.crop.10x8.jpg?options=compress,blur",House,290m,5,Freehold,,809m,2,,,,
2013-05-10,"63 Seacliffe Avenue, Belmont, North Shore City",1400000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '2', 'Floor area': '290m', 'Land area': '809m', 'Title type': 'Freehold'}",https://www.realestate.co.nz/42435504/residential/sale/63-seacliffe-avenue-belmont,"https://mediaserver.realestate.co.nz/listings/42435504/07176309af9b45fab8cd89f76d584265.crop.10x8.jpg?options=compress,blur",House,290m,5,Freehold,,809m,2,,,,
2012-12-16,"63 Seacliffe Avenue, Belmont, North Shore City",1170000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '2', 'Floor area': '290m', 'Land area': '809m', 'Title type': 'Freehold'}",https://www.realestate.co.nz/42435504/residential/sale/63-seacliffe-avenue-belmont,"https://mediaserver.realestate.co.nz/listings/42435504/07176309af9b45fab8cd89f76d584265.crop.10x8.jpg?options=compress,blur",House,290m,5,Freehold,,809m,2,,,,
2021-06-01,"63 Seacliffe Avenue, Belmont, North Shore City",3370000.0,cv,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '2', 'Floor area': '290m', 'Land area': '809m', 'Title type': 'Freehold'}",https://www.realestate.co.nz/42435504/residential/sale/63-seacliffe-avenue-belmont,"https://mediaserver.realestate.co.nz/listings/42435504/07176309af9b45fab8cd89f76d584265.crop.10x8.jpg?options=compress,blur",House,290m,5,Freehold,,809m,2,,,,
2023-10-04T18:27:08,"63 Seacliffe Avenue, Belmont, North Shore City",2600000.0,current,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '2', 'Floor area': '290m', 'Land area': '809m', 'Title type': 'Freehold'}",https://www.realestate.co.nz/42435504/residential/sale/63-seacliffe-avenue-belmont,"https://mediaserver.realestate.co.nz/listings/42435504/07176309af9b45fab8cd89f76d584265.crop.10x8.jpg?options=compress,blur",House,290m,5,Freehold,,809m,2,,,,
2021-06-01,"300 Burtt Road, Ramarama, Franklin",1860000.0,cv,"{'Section': 'Lifestyle property', 'Bedroom': '4', 'Bathroom': '3', 'Land area': '11330m', 'Title type': 'Freehold', 'Garage': '3'}",https://www.realestate.co.nz/42438882/residential/sale/300-burtt-road-ramarama,"https://mediaserver.realestate.co.nz/listings/42438882/1ed3bd1e16025afbb8d83d619a7aca4f.crop.10x8.jpg?options=compress,blur",,,4,Freehold,3,11330m,3,,Lifestyle property,,
2021-06-01,"300 Burtt Road, Ramarama, Franklin",1825000.0,cv,"{'Section': 'Lifestyle property', 'Bedroom': '4', 'Bathroom': '3', 'Land area': '11330m', 'Title type': 'Freehold', 'Garage': '3'}",https://www.realestate.co.nz/42438882/residential/sale/300-burtt-road-ramarama,"https://mediaserver.realestate.co.nz/listings/42438882/1ed3bd1e16025afbb8d83d619a7aca4f.crop.10x8.jpg?options=compress,blur",,,4,Freehold,3,11330m,3,,Lifestyle property,,
2023-10-10T17:02:21,"300 Burtt Road, Ramarama, Franklin",1800000.0,current,"{'Section': 'Lifestyle property', 'Bedroom': '4', 'Bathroom': '3', 'Land area': '11330m', 'Title type': 'Freehold', 'Garage': '3'}",https://www.realestate.co.nz/42438882/residential/sale/300-burtt-road-ramarama,"https://mediaserver.realestate.co.nz/listings/42438882/1ed3bd1e16025afbb8d83d619a7aca4f.crop.10x8.jpg?options=compress,blur",,,4,Freehold,3,11330m,3,,Lifestyle property,,
2021-06-01,"1/12 Mahurangi Street, Warkworth, Rodney",910000.0,cv,"{'House': 'House', 'Bedroom': '2', 'Bathroom': '1', 'Land area': '1m', 'Garage': '1'}",https://www.realestate.co.nz/42434191/residential/sale/1-12-mahurangi-street-warkworth,"https://mediaserver.realestate.co.nz/listings/42434191/4836008d36d6c0d069d6116a2abb6b10.crop.10x8.jpg?options=compress,blur",House,,2,,1,1m,1,,,,
2023-10-03T13:20:45,"1/12 Mahurangi Street, Warkworth, Rodney",775000.0,current,"{'House': 'House', 'Bedroom': '2', 'Bathroom': '1', 'Land area': '1m', 'Garage': '1'}",https://www.realestate.co.nz/42434191/residential/sale/1-12-mahurangi-street-warkworth,"https://mediaserver.realestate.co.nz/listings/42434191/4836008d36d6c0d069d6116a2abb6b10.crop.10x8.jpg?options=compress,blur",House,,2,,1,1m,1,,,,
2016-07-29,"35 Valley View Road, Glenfield, North Shore City",900000.0,history,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '2', 'Land area': '708m', 'Garage': '1'}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur",House,,4,,1,708m,2,,,,
2015-11-12,"35 Valley View Road, Glenfield, North Shore City",923000.0,history,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '2', 'Land area': '708m', 'Garage': '1'}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur",House,,4,,1,708m,2,,,,
2001-07-31,"35 Valley View Road, Glenfield, North Shore City",135000.0,history,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '2', 'Land area': '708m', 'Garage': '1'}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur",House,,4,,1,708m,2,,,,
1999-05-31,"35 Valley View Road, Glenfield, North Shore City",235000.0,history,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '2', 'Land area': '708m', 'Garage': '1'}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur",House,,4,,1,708m,2,,,,
1997-09-30,"35 Valley View Road, Glenfield, North Shore City",250000.0,history,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '2', 'Land area': '708m', 'Garage': '1'}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur",House,,4,,1,708m,2,,,,
1993-07-02,"35 Valley View Road, Glenfield, North Shore City",93000.0,history,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '2', 'Land area': '708m', 'Garage': '1'}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur",House,,4,,1,708m,2,,,,
2021-06-01,"35 Valley View Road, Glenfield, North Shore City",1130000.0,cv,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '2', 'Land area': '708m', 'Garage': '1'}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur",House,,4,,1,708m,2,,,,
2023-10-10T17:59:44,"35 Valley View Road, Glenfield, North Shore City",1000000.0,current,"{'House': 'House', 'Bedroom': '4', 'Bathroom': '2', 'Land area': '708m', 'Garage': '1'}",https://www.realestate.co.nz/42439253/residential/sale/14-trevally-place-snells-beach,"https://mediaserver.realestate.co.nz/listings/42439253/6f01bf498ac65bce6fcbcc2abe3d3177.crop.10x8.jpg?options=compress,blur",House,,4,,1,708m,2,,,,
2021-06-01,"14 Trevally Place, Snells Beach, Rodney",1275000.0,cv,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Land area': '454m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42438926/residential/sale/35-valley-view-road-glenfield,"https://mediaserver.realestate.co.nz/listings/42438926/7b11a2a61254742bfe651e12be8536b2.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,2,454m,2,,,,
2023-10-11T11:47:17,"14 Trevally Place, Snells Beach, Rodney",1500000.0,current,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '2', 'Land area': '454m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42438926/residential/sale/35-valley-view-road-glenfield,"https://mediaserver.realestate.co.nz/listings/42438926/7b11a2a61254742bfe651e12be8536b2.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,2,454m,2,,,,
2016-07-31,"4 Bongard Road, Mission Bay, Auckland City",2800000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '954m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42431656/residential/sale/34b-edendale-road-somerville,"https://mediaserver.realestate.co.nz/listings/42431656/76abd7eebcf09b770b875dd2893ccc4a.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,954m,4,,,,
1992-09-05,"4 Bongard Road, Mission Bay, Auckland City",385000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '954m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42431656/residential/sale/34b-edendale-road-somerville,"https://mediaserver.realestate.co.nz/listings/42431656/76abd7eebcf09b770b875dd2893ccc4a.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,954m,4,,,,
2021-06-01,"4 Bongard Road, Mission Bay, Auckland City",4050000.0,cv,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '954m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42431656/residential/sale/34b-edendale-road-somerville,"https://mediaserver.realestate.co.nz/listings/42431656/76abd7eebcf09b770b875dd2893ccc4a.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,954m,4,,,,
2023-10-11T15:05:50,"4 Bongard Road, Mission Bay, Auckland City",3500000.0,current,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '954m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42431656/residential/sale/34b-edendale-road-somerville,"https://mediaserver.realestate.co.nz/listings/42431656/76abd7eebcf09b770b875dd2893ccc4a.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,954m,4,,,,
1995-03-24,"13 Claremont Street, Grafton, Auckland City",236000.0,history,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '506m', 'Title type': 'Freehold'}",https://www.realestate.co.nz/42439659/residential/sale/13-claremont-street-grafton,"https://mediaserver.realestate.co.nz/listings/42439659/0f7a32c53156a77e7ce40a72cf92cfdf.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,,506m,1,,,,
2021-06-01,"13 Claremont Street, Grafton, Auckland City",2350000.0,cv,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '506m', 'Title type': 'Freehold'}",https://www.realestate.co.nz/42439659/residential/sale/13-claremont-street-grafton,"https://mediaserver.realestate.co.nz/listings/42439659/0f7a32c53156a77e7ce40a72cf92cfdf.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,,506m,1,,,,
2023-10-11T16:18:17,"13 Claremont Street, Grafton, Auckland City",1400000.0,current,"{'House': 'House', 'Bedroom': '3', 'Bathroom': '1', 'Land area': '506m', 'Title type': 'Freehold'}",https://www.realestate.co.nz/42439659/residential/sale/13-claremont-street-grafton,"https://mediaserver.realestate.co.nz/listings/42439659/0f7a32c53156a77e7ce40a72cf92cfdf.crop.10x8.jpg?options=compress,blur",House,,3,Freehold,,506m,1,,,,
2016-07-31,"4 Bongard Road, Mission Bay, Auckland City",2800000.0,history,"{'House': 'House', 'Bedroom': '5', 'Bathroom': '4', 'Land area': '954m', 'Title type': 'Freehold', 'Garage': '2'}",https://www.realestate.co.nz/42439543/residential/sale/4-bongard-road-mission-bay,"https://mediaserver.realestate.co.nz/listings/42439543/9dcf7ca957c4d1175db85c76b9e11eab.crop.10x8.jpg?options=compress,blur",House,,5,Freehold,2,954m,4,,,,
